move_id,move_symbol,move_layer,score,category,rationale,collection_slot_contents,collection_slot_capacity,board_tile_count,accessible_tile_count,board_tiles_by_symbol,id,symbol
board-tile-20,🍐,3,7.0,Good,"Completes a match, reducing the board size slightly.","['🍓', '🍌']",7,30,8,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 3, '🍌': 1, '🍉': 3, '🍇': 1, '🍓': 7, '🍒': 2, '🍑': 2, '🥭': 0, '🍍': 2}",,
board-tile-17,🍎,1,6.5,Strategic,Opens up potential matches but doesn't immediately clear tiles.,"['🍓', '🍌']",7,30,8,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 3, '🍌': 1, '🍉': 3, '🍇': 1, '🍓': 7, '🍒': 2, '🍑': 2, '🥭': 0, '🍍': 2}",,
board-tile-12,🍒,0,5.5,Inaccuracy,Doesn't complete any matches and risks blocking useful tiles.,"['🍓', '🍌']",7,30,8,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 3, '🍌': 1, '🍉': 3, '🍇': 1, '🍓': 7, '🍒': 2, '🍑': 2, '🥭': 0, '🍍': 2}",,
board-tile-62,🍉,2,7.5,Strategic,"Unlocks a potential match with 🍉, improving future opportunities.","['🍋', '🍒', '🍒']",7,75,5,"{'🍎': 4, '🍐': 10, '🍊': 1, '🍋': 9, '🍌': 3, '🍉': 6, '🍇': 4, '🍓': 4, '🍒': 7, '🍑': 12, '🥭': 5, '🍍': 10}",,
board-tile-23,🍐,0,6.0,Inaccuracy,Does not contribute to immediate clearing or setup for future matches.,"['🍋', '🍒', '🍒']",7,75,5,"{'🍎': 4, '🍐': 10, '🍊': 1, '🍋': 9, '🍌': 3, '🍉': 6, '🍇': 4, '🍓': 4, '🍒': 7, '🍑': 12, '🥭': 5, '🍍': 10}",,
board-tile-46,🍑,4,8.0,Good,"Clears a 🍑, unblocking surrounding tiles and creating a match.","['🍋', '🍒', '🍒']",7,75,5,"{'🍎': 4, '🍐': 10, '🍊': 1, '🍋': 9, '🍌': 3, '🍉': 6, '🍇': 4, '🍓': 4, '🍒': 7, '🍑': 12, '🥭': 5, '🍍': 10}",,
board-tile-56,🍍,2,5.5,Mistake,Does not contribute to immediate clearing or setup for future matches.,"['🍋', '🍒', '🍒']",7,75,5,"{'🍎': 4, '🍐': 10, '🍊': 1, '🍋': 9, '🍌': 3, '🍉': 6, '🍇': 4, '🍓': 4, '🍒': 7, '🍑': 12, '🥭': 5, '🍍': 10}",,
board-tile-71,🍎,0,4.5,Blunder,Does not contribute to immediate clearing or setup for future matches.,"['🍋', '🍒', '🍒']",7,75,5,"{'🍎': 4, '🍐': 10, '🍊': 1, '🍋': 9, '🍌': 3, '🍉': 6, '🍇': 4, '🍓': 4, '🍒': 7, '🍑': 12, '🥭': 5, '🍍': 10}",,
board-tile-7,🍉,4,5.0,Inaccuracy,Adds a tile that does not contribute to any immediate matches.,"['🍐', '🍇', '🥭', '🍌', '🍍']",7,31,7,"{'🍎': 3, '🍐': 2, '🍊': 1, '🍋': 2, '🍌': 5, '🍉': 4, '🍇': 0, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 1, '🍍': 2}",,
board-tile-5,🍎,4,7.5,Strategic,"Completes a critical match, freeing up slots and creating new opportunities.","['🍐', '🍇', '🥭', '🍌', '🍍']",7,31,7,"{'🍎': 3, '🍐': 2, '🍊': 1, '🍋': 2, '🍌': 5, '🍉': 4, '🍇': 0, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 1, '🍍': 2}",,
board-tile-6,🍎,1,6.5,Good,Sets up potential matches but does not immediately create one.,"['🍐', '🍇', '🥭', '🍌', '🍍']",7,31,7,"{'🍎': 3, '🍐': 2, '🍊': 1, '🍋': 2, '🍌': 5, '🍉': 4, '🍇': 0, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 1, '🍍': 2}",,
board-tile-21,🍋,3,4.5,Inaccuracy,Does not contribute to any immediate matches and blocks a tile.,"['🍐', '🍇', '🥭', '🍌', '🍍']",7,31,7,"{'🍎': 3, '🍐': 2, '🍊': 1, '🍋': 2, '🍌': 5, '🍉': 4, '🍇': 0, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 1, '🍍': 2}",,
board-tile-14,🍌,2,8.0,Brilliant,"Completes a match, preventing a loss and creating new opportunities.","['🍐', '🍇', '🥭', '🍌', '🍍']",7,31,7,"{'🍎': 3, '🍐': 2, '🍊': 1, '🍋': 2, '🍌': 5, '🍉': 4, '🍇': 0, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 1, '🍍': 2}",,
board-tile-15,🍒,2,6.0,Good,Potential for future matches but does not immediately create one.,"['🍐', '🍇', '🥭', '🍌', '🍍']",7,31,7,"{'🍎': 3, '🍐': 2, '🍊': 1, '🍋': 2, '🍌': 5, '🍉': 4, '🍇': 0, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 1, '🍍': 2}",,
board-tile-24,🍉,4,5.5,Inaccuracy,Does not contribute to any immediate matches.,"['🍐', '🍇', '🥭', '🍌', '🍍']",7,31,7,"{'🍎': 3, '🍐': 2, '🍊': 1, '🍋': 2, '🍌': 5, '🍉': 4, '🍇': 0, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 1, '🍍': 2}",,
board-tile-58,🍊,2,4.5,Inaccuracy,"No immediate match and less common symbol, wasting a slot.",['🍇'],7,62,3,"{'🍎': 6, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 6, '🍉': 4, '🍇': 7, '🍓': 2, '🍒': 10, '🍑': 5, '🥭': 4, '🍍': 4}",,
board-tile-20,🍓,2,5.0,Strategic,"Matches with existing tiles, prevents a potential future blockage.",['🍇'],7,62,3,"{'🍎': 6, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 6, '🍉': 4, '🍇': 7, '🍓': 2, '🍒': 10, '🍑': 5, '🥭': 4, '🍍': 4}",,
board-tile-13,🥭,0,3.0,Mistake,"Rare symbol with no clear match, likely to stall progress.",['🍇'],7,62,3,"{'🍎': 6, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 6, '🍉': 4, '🍇': 7, '🍓': 2, '🍒': 10, '🍑': 5, '🥭': 4, '🍍': 4}",,
board-tile-78,🍉,4,4.5,Inaccuracy,Adds a tile that is not part of any immediate match.,[],7,79,5,"{'🍎': 5, '🍐': 7, '🍊': 6, '🍋': 6, '🍌': 12, '🍉': 8, '🍇': 3, '🍓': 5, '🍒': 9, '🍑': 3, '🥭': 7, '🍍': 8}",,
board-tile-36,🍌,2,6.0,Strategic,Potential to set up future matches with high-frequency symbols.,[],7,79,5,"{'🍎': 5, '🍐': 7, '🍊': 6, '🍋': 6, '🍌': 12, '🍉': 8, '🍇': 3, '🍓': 5, '🍒': 9, '🍑': 3, '🥭': 7, '🍍': 8}",,
board-tile-56,🍌,0,6.5,Strategic,Potential to set up future matches with high-frequency symbols.,[],7,79,5,"{'🍎': 5, '🍐': 7, '🍊': 6, '🍋': 6, '🍌': 12, '🍉': 8, '🍇': 3, '🍓': 5, '🍒': 9, '🍑': 3, '🥭': 7, '🍍': 8}",,
board-tile-22,🍊,1,7.0,Good,"Matches with another tile of the same symbol, freeing up space.",[],7,79,5,"{'🍎': 5, '🍐': 7, '🍊': 6, '🍋': 6, '🍌': 12, '🍉': 8, '🍇': 3, '🍓': 5, '🍒': 9, '🍑': 3, '🥭': 7, '🍍': 8}",,
board-tile-33,🍒,0,5.5,Inaccuracy,Adds a tile that is not part of any immediate match.,[],7,79,5,"{'🍎': 5, '🍐': 7, '🍊': 6, '🍋': 6, '🍌': 12, '🍉': 8, '🍇': 3, '🍓': 5, '🍒': 9, '🍑': 3, '🥭': 7, '🍍': 8}",,
board-tile-4,🍌,0,4.5,Inaccuracy,"Adds a tile with no immediate matches, potentially blocking future opportunities.",[],7,51,3,"{'🍎': 6, '🍐': 0, '🍊': 8, '🍋': 5, '🍌': 3, '🍉': 8, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 1, '🍍': 2}",,
board-tile-15,🍊,4,7.0,Strategic,"Completes a triple with two other 🍊 tiles, freeing up 3 slots.",[],7,51,3,"{'🍎': 6, '🍐': 0, '🍊': 8, '🍋': 5, '🍌': 3, '🍉': 8, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 1, '🍍': 2}",,
board-tile-12,🍎,1,6.5,Good,Opens up potential matches and unblocks surrounding tiles.,[],7,51,3,"{'🍎': 6, '🍐': 0, '🍊': 8, '🍋': 5, '🍌': 3, '🍉': 8, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 1, '🍍': 2}",,
board-tile-26,🍇,3,5.0,Inaccuracy,Does not complete any match and adds a tile that is not immediately useful.,"['🍐', '🍐', '🍓', '🍉', '🍌']",7,37,6,"{'🍎': 3, '🍐': 3, '🍊': 0, '🍋': 4, '🍌': 3, '🍉': 2, '🍇': 4, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 5, '🍍': 1}",,
board-tile-18,🍓,2,7.0,Strategic,"Completes a 🍓 match, freeing up space and potentially unblocking other tiles.","['🍐', '🍐', '🍓', '🍉', '🍌']",7,37,6,"{'🍎': 3, '🍐': 3, '🍊': 0, '🍋': 4, '🍌': 3, '🍉': 2, '🍇': 4, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 5, '🍍': 1}",,
board-tile-15,🍒,4,4.0,Mistake,Does not contribute to immediate matches and may complicate future moves.,"['🍐', '🍐', '🍓', '🍉', '🍌']",7,37,6,"{'🍎': 3, '🍐': 3, '🍊': 0, '🍋': 4, '🍌': 3, '🍉': 2, '🍇': 4, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 5, '🍍': 1}",,
board-tile-34,🍓,3,7.0,Strategic,"Completes a 🍓 match, freeing up space and potentially unblocking other tiles.","['🍐', '🍐', '🍓', '🍉', '🍌']",7,37,6,"{'🍎': 3, '🍐': 3, '🍊': 0, '🍋': 4, '🍌': 3, '🍉': 2, '🍇': 4, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 5, '🍍': 1}",,
board-tile-6,🍉,0,8.0,Good,"Completes a 🍉 match, freeing up a valuable slot.","['🍐', '🍐', '🍓', '🍉', '🍌']",7,37,6,"{'🍎': 3, '🍐': 3, '🍊': 0, '🍋': 4, '🍌': 3, '🍉': 2, '🍇': 4, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 5, '🍍': 1}",,
board-tile-24,🍒,2,6.0,Inaccuracy,Does not complete any match and adds a tile that is not immediately useful.,"['🍐', '🍐', '🍓', '🍉', '🍌']",7,37,6,"{'🍎': 3, '🍐': 3, '🍊': 0, '🍋': 4, '🍌': 3, '🍉': 2, '🍇': 4, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 5, '🍍': 1}",,
board-tile-37,🍐,4,6.0,Strategic,"Matches two 🍐 tiles, setting up potential future matches.","['🍉', '🍌', '🍇']",7,60,6,"{'🍎': 4, '🍐': 5, '🍊': 2, '🍋': 6, '🍌': 3, '🍉': 7, '🍇': 6, '🍓': 8, '🍒': 2, '🍑': 6, '🥭': 4, '🍍': 7}",,
board-tile-17,🍐,4,6.0,Strategic,"Matches two 🍐 tiles, setting up potential future matches.","['🍉', '🍌', '🍇']",7,60,6,"{'🍎': 4, '🍐': 5, '🍊': 2, '🍋': 6, '🍌': 3, '🍉': 7, '🍇': 6, '🍓': 8, '🍒': 2, '🍑': 6, '🥭': 4, '🍍': 7}",,
board-tile-0,🍊,3,5.0,Inaccuracy,Does not contribute to immediate matches and is less efficient.,"['🍉', '🍌', '🍇']",7,60,6,"{'🍎': 4, '🍐': 5, '🍊': 2, '🍋': 6, '🍌': 3, '🍉': 7, '🍇': 6, '🍓': 8, '🍒': 2, '🍑': 6, '🥭': 4, '🍍': 7}",,
board-tile-12,🍉,2,8.0,Good,"Completes a match of three 🍉 tiles, freeing up valuable slots.","['🍉', '🍌', '🍇']",7,60,6,"{'🍎': 4, '🍐': 5, '🍊': 2, '🍋': 6, '🍌': 3, '🍉': 7, '🍇': 6, '🍓': 8, '🍒': 2, '🍑': 6, '🥭': 4, '🍍': 7}",,
board-tile-46,🍉,3,8.0,Good,"Completes a match of three 🍉 tiles, freeing up valuable slots.","['🍉', '🍌', '🍇']",7,60,6,"{'🍎': 4, '🍐': 5, '🍊': 2, '🍋': 6, '🍌': 3, '🍉': 7, '🍇': 6, '🍓': 8, '🍒': 2, '🍑': 6, '🥭': 4, '🍍': 7}",,
board-tile-49,🍇,3,7.0,Strategic,"Completes a match of three 🍇 tiles, freeing up valuable slots.","['🍉', '🍌', '🍇']",7,60,6,"{'🍎': 4, '🍐': 5, '🍊': 2, '🍋': 6, '🍌': 3, '🍉': 7, '🍇': 6, '🍓': 8, '🍒': 2, '🍑': 6, '🥭': 4, '🍍': 7}",,
board-tile-20,🍇,3,4.5,Inaccuracy,Doesn't contribute to immediate matches and doesn't free up slots.,['🥭'],7,59,3,"{'🍎': 7, '🍐': 5, '🍊': 5, '🍋': 3, '🍌': 2, '🍉': 4, '🍇': 4, '🍓': 4, '🍒': 7, '🍑': 6, '🥭': 7, '🍍': 5}",,
board-tile-11,🍒,4,6.0,Strategic,Potential for future matches; clears a layer and unblocks adjacent tiles.,['🥭'],7,59,3,"{'🍎': 7, '🍐': 5, '🍊': 5, '🍋': 3, '🍌': 2, '🍉': 4, '🍇': 4, '🍓': 4, '🍒': 7, '🍑': 6, '🥭': 7, '🍍': 5}",,
board-tile-17,🍓,2,5.5,Good,Opens up a path for potential matches and frees up a slot.,['🥭'],7,59,3,"{'🍎': 7, '🍐': 5, '🍊': 5, '🍋': 3, '🍌': 2, '🍉': 4, '🍇': 4, '🍓': 4, '🍒': 7, '🍑': 6, '🥭': 7, '🍍': 5}",,
board-tile-13,🍐,0,7.0,Strategic,"Adds a 🍐 tile, setting up potential future matches.","['🍌', '🍌']",7,38,8,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 2, '🥭': 4, '🍍': 1}",,
board-tile-1,🍒,2,5.0,Inaccuracy,High layer placement may block future matches.,"['🍌', '🍌']",7,38,8,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 2, '🥭': 4, '🍍': 1}",,
board-tile-33,🍊,1,6.0,Good,Potential to complete a 🍊 match.,"['🍌', '🍌']",7,38,8,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 2, '🥭': 4, '🍍': 1}",,
board-tile-23,🍐,2,7.0,Strategic,"Adds another 🍐 tile, enhancing future match potential.","['🍌', '🍌']",7,38,8,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 2, '🥭': 4, '🍍': 1}",,
board-tile-9,🍊,2,6.0,Good,Potential to complete a 🍊 match.,"['🍌', '🍌']",7,38,8,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 2, '🥭': 4, '🍍': 1}",,
board-tile-8,🍋,3,5.0,Inaccuracy,High layer placement may block future matches.,"['🍌', '🍌']",7,38,8,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 2, '🥭': 4, '🍍': 1}",,
board-tile-10,🍉,2,5.0,Inaccuracy,High layer placement may block future matches.,"['🍌', '🍌']",7,38,8,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 2, '🥭': 4, '🍍': 1}",,
board-tile-4,🍌,2,8.0,Brilliant,"Completes a 🍌 match, freeing up valuable slots.","['🍌', '🍌']",7,38,8,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 2, '🥭': 4, '🍍': 1}",,
board-tile-57,🥭,2,2.5,Inaccuracy,Adds an 🥭 tile with no immediate matches.,['🍒'],7,60,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 5, '🍑': 6, '🥭': 8, '🍍': 3}",,
board-tile-9,🍑,3,4.0,Strategic,"Completes a 🍑 match, freeing up valuable slots.",['🍒'],7,60,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 5, '🍑': 6, '🥭': 8, '🍍': 3}",,
board-tile-33,🍇,2,3.5,Good,"Unlocks a 🍇 match, improving board flexibility.",['🍒'],7,60,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 5, '🍑': 6, '🥭': 8, '🍍': 3}",,
board-tile-38,🍇,2,3.5,Good,"Unlocks a 🍇 match, improving board flexibility.",['🍒'],7,60,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 5, '🍑': 6, '🥭': 8, '🍍': 3}",,
board-tile-13,🍇,3,3.5,Good,"Unlocks a 🍇 match, improving board flexibility.",['🍒'],7,60,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 5, '🍑': 6, '🥭': 8, '🍍': 3}",,
board-tile-6,🍌,1,4.5,Strategic,"Completes a 🍌 match, clearing space for future plays.",['🍒'],7,60,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 5, '🍑': 6, '🥭': 8, '🍍': 3}",,
board-tile-27,🍇,2,3.5,Good,"Unlocks a 🍇 match, improving board flexibility.",['🍒'],7,60,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 5, '🍑': 6, '🥭': 8, '🍍': 3}",,
board-tile-30,🍑,4,3.0,Strategic,"Completes a 🍑 match, freeing up slots.",['🍒'],7,60,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 5, '🍑': 6, '🥭': 8, '🍍': 3}",,
board-tile-18,🍉,4,7.0,Strategic,"Matches two tiles, clearing one slot and setting up potential future matches.","['🍋', '🍍']",7,71,3,"{'🍎': 7, '🍐': 5, '🍊': 4, '🍋': 7, '🍌': 3, '🍉': 5, '🍇': 9, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 5, '🍍': 12}",,
board-tile-31,🍉,4,7.0,Strategic,"Matches two tiles, clearing one slot and setting up potential future matches.","['🍋', '🍍']",7,71,3,"{'🍎': 7, '🍐': 5, '🍊': 4, '🍋': 7, '🍌': 3, '🍉': 5, '🍇': 9, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 5, '🍍': 12}",,
board-tile-37,🍇,2,5.5,Inaccuracy,Doesn't match any tiles immediately and doesn't open up strategic opportunities.,"['🍋', '🍍']",7,71,3,"{'🍎': 7, '🍐': 5, '🍊': 4, '🍋': 7, '🍌': 3, '🍉': 5, '🍇': 9, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 5, '🍍': 12}",,
board-tile-32,🍋,3,9.5,Brilliant,"Matches existing 🍋 tiles, clearing them and preventing a loss.","['🍋', '🥭', '🥭']",7,45,8,"{'🍎': 4, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 7, '🍉': 1, '🍇': 2, '🍓': 8, '🍒': 1, '🍑': 2, '🥭': 1, '🍍': 5}",,
board-tile-7,🍎,4,8.5,Good,"Completes a 🍎 match, freeing up space for future moves.","['🍋', '🥭', '🥭']",7,45,8,"{'🍎': 4, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 7, '🍉': 1, '🍇': 2, '🍓': 8, '🍒': 1, '🍑': 2, '🥭': 1, '🍍': 5}",,
board-tile-35,🥭,4,8.0,Strategic,"Completes a 🥭 match, setting up future opportunities.","['🍋', '🥭', '🥭']",7,45,8,"{'🍎': 4, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 7, '🍉': 1, '🍇': 2, '🍓': 8, '🍒': 1, '🍑': 2, '🥭': 1, '🍍': 5}",,
board-tile-10,🍇,1,7.0,Inaccuracy,Doesn't complete a match and doesn't free up space.,"['🍋', '🥭', '🥭']",7,45,8,"{'🍎': 4, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 7, '🍉': 1, '🍇': 2, '🍓': 8, '🍒': 1, '🍑': 2, '🥭': 1, '🍍': 5}",,
board-tile-8,🍍,2,6.5,Mistake,Adds a 🍍 tile with no immediate matches.,"['🍋', '🥭', '🥭']",7,45,8,"{'🍎': 4, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 7, '🍉': 1, '🍇': 2, '🍓': 8, '🍒': 1, '🍑': 2, '🥭': 1, '🍍': 5}",,
board-tile-11,🍉,0,5.5,Blunder,Adds a 🍉 tile with no matches and few uses.,"['🍋', '🥭', '🥭']",7,45,8,"{'🍎': 4, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 7, '🍉': 1, '🍇': 2, '🍓': 8, '🍒': 1, '🍑': 2, '🥭': 1, '🍍': 5}",,
board-tile-27,🍓,0,6.0,Inaccuracy,Adds a 🍓 tile with no immediate matches.,"['🍋', '🥭', '🥭']",7,45,8,"{'🍎': 4, '🍐': 3, '🍊': 7, '🍋': 4, '🍌': 7, '🍉': 1, '🍇': 2, '🍓': 8, '🍒': 1, '🍑': 2, '🥭': 1, '🍍': 5}",,
board-tile-44,🍓,3,7.0,Strategic,"Matches with existing tiles, freeing up slots and setting up future matches.",[],7,57,8,"{'🍎': 1, '🍐': 7, '🍊': 5, '🍋': 10, '🍌': 0, '🍉': 6, '🍇': 6, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 3, '🍍': 5}",,
board-tile-47,🍍,3,6.5,Good,"Completes a match with existing tiles, but does not immediately free up many slots.",[],7,57,8,"{'🍎': 1, '🍐': 7, '🍊': 5, '🍋': 10, '🍌': 0, '🍉': 6, '🍇': 6, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 3, '🍍': 5}",,
board-tile-56,🍊,4,8.0,Brilliant,"Matches three identical tiles, removing them and significantly freeing up space.",[],7,57,8,"{'🍎': 1, '🍐': 7, '🍊': 5, '🍋': 10, '🍌': 0, '🍉': 6, '🍇': 6, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 3, '🍍': 5}",,
board-tile-20,🍇,4,6.0,Strategic,"Matches with existing tiles, but does not immediately create a critical match.",[],7,57,8,"{'🍎': 1, '🍐': 7, '🍊': 5, '🍋': 10, '🍌': 0, '🍉': 6, '🍇': 6, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 3, '🍍': 5}",,
board-tile-14,🍍,2,5.5,Inaccuracy,Does not immediately match with existing tiles and may block future opportunities.,[],7,57,8,"{'🍎': 1, '🍐': 7, '🍊': 5, '🍋': 10, '🍌': 0, '🍉': 6, '🍇': 6, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 3, '🍍': 5}",,
board-tile-33,🍍,3,5.5,Inaccuracy,Does not immediately match with existing tiles and may block future opportunities.,[],7,57,8,"{'🍎': 1, '🍐': 7, '🍊': 5, '🍋': 10, '🍌': 0, '🍉': 6, '🍇': 6, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 3, '🍍': 5}",,
board-tile-55,🍋,4,7.5,Strategic,"Completes a match with existing tiles, freeing up slots and setting up future matches.",[],7,57,8,"{'🍎': 1, '🍐': 7, '🍊': 5, '🍋': 10, '🍌': 0, '🍉': 6, '🍇': 6, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 3, '🍍': 5}",,
board-tile-11,🍇,2,6.0,Strategic,"Matches with existing tiles, but does not immediately create a critical match.",[],7,57,8,"{'🍎': 1, '🍐': 7, '🍊': 5, '🍋': 10, '🍌': 0, '🍉': 6, '🍇': 6, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 3, '🍍': 5}",,
board-tile-54,🍍,1,2.0,Inaccuracy,Wastes a slot with a tile that has no other matches available.,"['🍒', '🍒', '🍉']",7,67,6,"{'🍎': 4, '🍐': 4, '🍊': 9, '🍋': 7, '🍌': 7, '🍉': 4, '🍇': 6, '🍓': 3, '🍒': 3, '🍑': 6, '🥭': 7, '🍍': 7}",,
board-tile-35,🥭,3,3.0,Strategic,Blocks a critical path for future matches but not immediately useful.,"['🍒', '🍒', '🍉']",7,67,6,"{'🍎': 4, '🍐': 4, '🍊': 9, '🍋': 7, '🍌': 7, '🍉': 4, '🍇': 6, '🍓': 3, '🍒': 3, '🍑': 6, '🥭': 7, '🍍': 7}",,
board-tile-49,🍓,2,4.0,Good,Unlocks potential for future matches involving 🍓.,"['🍒', '🍒', '🍉']",7,67,6,"{'🍎': 4, '🍐': 4, '🍊': 9, '🍋': 7, '🍌': 7, '🍉': 4, '🍇': 6, '🍓': 3, '🍒': 3, '🍑': 6, '🥭': 7, '🍍': 7}",,
board-tile-30,🍍,2,2.0,Inaccuracy,Wastes a slot with a tile that has no other matches available.,"['🍒', '🍒', '🍉']",7,67,6,"{'🍎': 4, '🍐': 4, '🍊': 9, '🍋': 7, '🍌': 7, '🍉': 4, '🍇': 6, '🍓': 3, '🍒': 3, '🍑': 6, '🥭': 7, '🍍': 7}",,
board-tile-18,🍊,1,5.0,Brilliant,"Completes a critical triple, freeing up 3 slots and preventing a loss.","['🍒', '🍒', '🍉']",7,67,6,"{'🍎': 4, '🍐': 4, '🍊': 9, '🍋': 7, '🍌': 7, '🍉': 4, '🍇': 6, '🍓': 3, '🍒': 3, '🍑': 6, '🥭': 7, '🍍': 7}",,
board-tile-55,🍇,1,3.0,Strategic,Unlocks potential for future matches involving 🍇.,"['🍒', '🍒', '🍉']",7,67,6,"{'🍎': 4, '🍐': 4, '🍊': 9, '🍋': 7, '🍌': 7, '🍉': 4, '🍇': 6, '🍓': 3, '🍒': 3, '🍑': 6, '🥭': 7, '🍍': 7}",,
board-tile-1,🍐,1,5.5,Inaccuracy,Doesn't contribute to any immediate matches and is less useful than other options.,"['🍉', '🍊', '🍉']",7,58,7,"{'🍎': 0, '🍐': 5, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 5, '🍇': 4, '🍓': 6, '🍒': 9, '🍑': 7, '🥭': 5, '🍍': 3}",,
board-tile-36,🍓,3,7.0,Strategic,"Opens up potential matches involving 🍓 tiles, improving future opportunities.","['🍉', '🍊', '🍉']",7,58,7,"{'🍎': 0, '🍐': 5, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 5, '🍇': 4, '🍓': 6, '🍒': 9, '🍑': 7, '🥭': 5, '🍍': 3}",,
board-tile-15,🍋,1,6.5,Good,"Helps in creating a match with 🍋 tiles, useful for clearing space.","['🍉', '🍊', '🍉']",7,58,7,"{'🍎': 0, '🍐': 5, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 5, '🍇': 4, '🍓': 6, '🍒': 9, '🍑': 7, '🥭': 5, '🍍': 3}",,
