move_id,score,category,rationale,collection_slot_contents,collection_slot_capacity,board_tile_count,accessible_tile_count,board_tiles_by_symbol,id
board-tile-9,3.0,Strategic,Completes a match but doesn't provide additional useful tiles.,"['🍐', '🍒', '🍐']",7,46,7,"{'🍎': 5, '🍐': 5, '🍊': 1, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 5, '🍓': 3, '🍒': 2, '🍑': 1, '🥭': 3, '🍍': 8}",
board-tile-42,4.0,Strategic,Completes a match and opens up strategic possibilities.,"['🍐', '🍒', '🍐']",7,46,7,"{'🍎': 5, '🍐': 5, '🍊': 1, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 5, '🍓': 3, '🍒': 2, '🍑': 1, '🥭': 3, '🍍': 8}",
board-tile-47,5.5,Inaccuracy,Adding another 🍓 does not complete a match and is not strategically advantageous.,"['🍑', '🍓']",7,75,8,"{'🍎': 7, '🍐': 8, '🍊': 4, '🍋': 4, '🍌': 11, '🍉': 9, '🍇': 3, '🍓': 6, '🍒': 5, '🍑': 12, '🥭': 5, '🍍': 1}",
board-tile-48,7.0,Strategic,"Completes a 🍌 match, freeing up valuable slots and unblocking other tiles.","['🍑', '🍓']",7,75,8,"{'🍎': 7, '🍐': 8, '🍊': 4, '🍋': 4, '🍌': 11, '🍉': 9, '🍇': 3, '🍓': 6, '🍒': 5, '🍑': 12, '🥭': 5, '🍍': 1}",
board-tile-45,6.5,Strategic,"Completes a 🍌 match, freeing up valuable slots and unblocking other tiles.","['🍑', '🍓']",7,75,8,"{'🍎': 7, '🍐': 8, '🍊': 4, '🍋': 4, '🍌': 11, '🍉': 9, '🍇': 3, '🍓': 6, '🍒': 5, '🍑': 12, '🥭': 5, '🍍': 1}",
board-tile-51,6.0,Strategic,"Completes a 🍐 match, freeing up valuable slots and unblocking other tiles.","['🍑', '🍓']",7,75,8,"{'🍎': 7, '🍐': 8, '🍊': 4, '🍋': 4, '🍌': 11, '🍉': 9, '🍇': 3, '🍓': 6, '🍒': 5, '🍑': 12, '🥭': 5, '🍍': 1}",
board-tile-55,8.5,Brilliant,"Completes a 🍑 match, freeing up critical slots and unblocking other tiles.","['🍑', '🍓']",7,75,8,"{'🍎': 7, '🍐': 8, '🍊': 4, '🍋': 4, '🍌': 11, '🍉': 9, '🍇': 3, '🍓': 6, '🍒': 5, '🍑': 12, '🥭': 5, '🍍': 1}",
board-tile-7,5.0,Inaccuracy,Adding 🍍 does not complete a match and is not strategically advantageous.,"['🍑', '🍓']",7,75,8,"{'🍎': 7, '🍐': 8, '🍊': 4, '🍋': 4, '🍌': 11, '🍉': 9, '🍇': 3, '🍓': 6, '🍒': 5, '🍑': 12, '🥭': 5, '🍍': 1}",
board-tile-10,4.5,Inaccuracy,Adding 🥭 does not complete a match and is not strategically advantageous.,"['🍑', '🍓']",7,75,8,"{'🍎': 7, '🍐': 8, '🍊': 4, '🍋': 4, '🍌': 11, '🍉': 9, '🍇': 3, '🍓': 6, '🍒': 5, '🍑': 12, '🥭': 5, '🍍': 1}",
board-tile-63,6.5,Strategic,"Completes a 🍎 match, freeing up valuable slots and unblocking other tiles.","['🍑', '🍓']",7,75,8,"{'🍎': 7, '🍐': 8, '🍊': 4, '🍋': 4, '🍌': 11, '🍉': 9, '🍇': 3, '🍓': 6, '🍒': 5, '🍑': 12, '🥭': 5, '🍍': 1}",
board-tile-19,4.5,Inaccuracy,Does not form a match and has few surrounding matches.,"['🍍', '🍇', '🍐', '🍑', '🍎']",7,38,8,"{'🍎': 2, '🍐': 2, '🍊': 3, '🍋': 1, '🍌': 7, '🍉': 4, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 0, '🍍': 1}",
board-tile-0,6.0,Strategic,Blocks a potential future match and has a high density of surrounding tiles.,"['🍍', '🍇', '🍐', '🍑', '🍎']",7,38,8,"{'🍎': 2, '🍐': 2, '🍊': 3, '🍋': 1, '🍌': 7, '🍉': 4, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 0, '🍍': 1}",
board-tile-18,7.0,Good,Completes a match and opens up new possibilities for further clearing.,"['🍍', '🍇', '🍐', '🍑', '🍎']",7,38,8,"{'🍎': 2, '🍐': 2, '🍊': 3, '🍋': 1, '🍌': 7, '🍉': 4, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 0, '🍍': 1}",
board-tile-27,8.0,Brilliant,"Completes a critical match, freeing up crucial slots.","['🍍', '🍇', '🍐', '🍑', '🍎']",7,38,8,"{'🍎': 2, '🍐': 2, '🍊': 3, '🍋': 1, '🍌': 7, '🍉': 4, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 0, '🍍': 1}",
board-tile-37,5.5,Inaccuracy,Does not form a match and has few surrounding matches.,"['🍍', '🍇', '🍐', '🍑', '🍎']",7,38,8,"{'🍎': 2, '🍐': 2, '🍊': 3, '🍋': 1, '🍌': 7, '🍉': 4, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 0, '🍍': 1}",
board-tile-33,6.5,Strategic,Blocks a potential future match and has a high density of surrounding tiles.,"['🍍', '🍇', '🍐', '🍑', '🍎']",7,38,8,"{'🍎': 2, '🍐': 2, '🍊': 3, '🍋': 1, '🍌': 7, '🍉': 4, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 0, '🍍': 1}",
board-tile-25,7.5,Good,Completes a match and opens up new possibilities for further clearing.,"['🍍', '🍇', '🍐', '🍑', '🍎']",7,38,8,"{'🍎': 2, '🍐': 2, '🍊': 3, '🍋': 1, '🍌': 7, '🍉': 4, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 0, '🍍': 1}",
board-tile-30,5.0,Inaccuracy,Does not form a match and has few surrounding matches.,"['🍍', '🍇', '🍐', '🍑', '🍎']",7,38,8,"{'🍎': 2, '🍐': 2, '🍊': 3, '🍋': 1, '🍌': 7, '🍉': 4, '🍇': 3, '🍓': 3, '🍒': 7, '🍑': 5, '🥭': 0, '🍍': 1}",
board-tile-47,3.0,Inaccuracy,Low frequency tile with no immediate match potential.,"['🍒', '🍎']",7,52,8,"{'🍎': 4, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 2, '🍓': 3, '🍒': 1, '🍑': 2, '🥭': 8, '🍍': 9}",
board-tile-26,4.0,Strategic,"High frequency tile, potential for future matches.","['🍒', '🍎']",7,52,8,"{'🍎': 4, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 2, '🍓': 3, '🍒': 1, '🍑': 2, '🥭': 8, '🍍': 9}",
board-tile-9,5.5,Good,"Moderate frequency tile, helps in clearing board.","['🍒', '🍎']",7,52,8,"{'🍎': 4, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 2, '🍓': 3, '🍒': 1, '🍑': 2, '🥭': 8, '🍍': 9}",
board-tile-0,5.0,Good,"Common tile, helps in clearing board and setting up future matches.","['🍒', '🍎']",7,52,8,"{'🍎': 4, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 2, '🍓': 3, '🍒': 1, '🍑': 2, '🥭': 8, '🍍': 9}",
board-tile-34,4.0,Strategic,"High frequency tile, potential for future matches.","['🍒', '🍎']",7,52,8,"{'🍎': 4, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 2, '🍓': 3, '🍒': 1, '🍑': 2, '🥭': 8, '🍍': 9}",
board-tile-45,6.0,Good,"Rare tile, clears space and sets up future matches.","['🍒', '🍎']",7,52,8,"{'🍎': 4, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 2, '🍓': 3, '🍒': 1, '🍑': 2, '🥭': 8, '🍍': 9}",
board-tile-27,4.5,Good,"High frequency tile, potential for future matches.","['🍒', '🍎']",7,52,8,"{'🍎': 4, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 2, '🍓': 3, '🍒': 1, '🍑': 2, '🥭': 8, '🍍': 9}",
board-tile-4,5.0,Good,"Moderate frequency tile, helps in clearing board and setting up future matches.","['🍒', '🍎']",7,52,8,"{'🍎': 4, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 5, '🍉': 5, '🍇': 2, '🍓': 3, '🍒': 1, '🍑': 2, '🥭': 8, '🍍': 9}",
board-tile-7,2.5,Inaccuracy,"Adds a tile with no immediate matches, increasing risk of slot overflow.","['🍒', '🍓', '🍍', '🍊', '🍌']",7,43,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 2, '🍒': 1, '🍑': 7, '🥭': 8, '🍍': 1}",
board-tile-20,7.5,Strategic,"Completes a match of 3 🍎, freeing up slots and clearing the board.","['🍒', '🍓', '🍍', '🍊', '🍌']",7,43,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 2, '🍒': 1, '🍑': 7, '🥭': 8, '🍍': 1}",
board-tile-32,6.5,Good,"Completes a match of 3 🍎, freeing up slots and setting up future matches.","['🍒', '🍓', '🍍', '🍊', '🍌']",7,43,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 2, '🍒': 1, '🍑': 7, '🥭': 8, '🍍': 1}",
board-tile-42,4.0,Mistake,"Adds a tile with no immediate matches, increasing risk of slot overflow.","['🍒', '🍓', '🍍', '🍊', '🍌']",7,43,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 2, '🍒': 1, '🍑': 7, '🥭': 8, '🍍': 1}",
board-tile-33,8.5,Brilliant,"Completes a match of 3 🍒, freeing up slots and preventing a potential loss.","['🍒', '🍓', '🍍', '🍊', '🍌']",7,43,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 2, '🍒': 1, '🍑': 7, '🥭': 8, '🍍': 1}",
board-tile-28,7.0,Strategic,"Adds 🍉, setting up potential future matches.",[],7,52,5,"{'🍎': 3, '🍐': 7, '🍊': 2, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 5, '🍓': 4, '🍒': 8, '🍑': 2, '🥭': 4, '🍍': 3}",
board-tile-24,6.0,Good,"Adds 🍇, clearing a path for potential matches.",[],7,52,5,"{'🍎': 3, '🍐': 7, '🍊': 2, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 5, '🍓': 4, '🍒': 8, '🍑': 2, '🥭': 4, '🍍': 3}",
board-tile-27,8.0,Brilliant,"Completes a critical 🍒 match, freeing up slots.",[],7,52,5,"{'🍎': 3, '🍐': 7, '🍊': 2, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 5, '🍓': 4, '🍒': 8, '🍑': 2, '🥭': 4, '🍍': 3}",
board-tile-46,5.0,Inaccuracy,"Adds 🍌, which is not immediately useful.",[],7,52,5,"{'🍎': 3, '🍐': 7, '🍊': 2, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 5, '🍓': 4, '🍒': 8, '🍑': 2, '🥭': 4, '🍍': 3}",
board-tile-7,4.0,Mistake,"Adds 🍐, blocking a potential 🍐 match and wasting a slot.",[],7,52,5,"{'🍎': 3, '🍐': 7, '🍊': 2, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 5, '🍓': 4, '🍒': 8, '🍑': 2, '🥭': 4, '🍍': 3}",
board-tile-24,3.5,Inaccuracy,"Adds a tile unlikely to form a match soon, potentially wasting a slot.","['🍋', '🍌', '🍎', '🍌', '🍊']",7,54,3,"{'🍎': 3, '🍐': 6, '🍊': 3, '🍋': 7, '🍌': 7, '🍉': 6, '🍇': 4, '🍓': 10, '🍒': 2, '🍑': 3, '🥭': 1, '🍍': 2}",
board-tile-43,7.0,Strategic,"Completes a critical 🍌 match, freeing up 3 slots and preventing a loss.","['🍋', '🍌', '🍎', '🍌', '🍊']",7,54,3,"{'🍎': 3, '🍐': 6, '🍊': 3, '🍋': 7, '🍌': 7, '🍉': 6, '🍇': 4, '🍓': 10, '🍒': 2, '🍑': 3, '🥭': 1, '🍍': 2}",
board-tile-27,4.5,Good,"Unlocks a 🍓 match, though less urgent than completing a 🍌 match.","['🍋', '🍌', '🍎', '🍌', '🍊']",7,54,3,"{'🍎': 3, '🍐': 6, '🍊': 3, '🍋': 7, '🍌': 7, '🍉': 6, '🍇': 4, '🍓': 10, '🍒': 2, '🍑': 3, '🥭': 1, '🍍': 2}",
board-tile-10,6.5,Strategic,"Adds a 🍊 tile, setting up potential future matches.",[],7,39,7,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 1, '🍌': 2, '🍉': 5, '🍇': 9, '🍓': 2, '🍒': 2, '🍑': 5, '🥭': 2, '🍍': 4}",
board-tile-22,7.0,Good,"Completes a 🍒 match, freeing up valuable slots.",[],7,39,7,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 1, '🍌': 2, '🍉': 5, '🍇': 9, '🍓': 2, '🍒': 2, '🍑': 5, '🥭': 2, '🍍': 4}",
board-tile-5,8.0,Brilliant,"Completes a 🍇 match, clearing a critical slot and opening new opportunities.",[],7,39,7,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 1, '🍌': 2, '🍉': 5, '🍇': 9, '🍓': 2, '🍒': 2, '🍑': 5, '🥭': 2, '🍍': 4}",
board-tile-25,5.5,Inaccuracy,Adds a 🥭 tile that has no immediate matches.,[],7,39,7,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 1, '🍌': 2, '🍉': 5, '🍇': 9, '🍓': 2, '🍒': 2, '🍑': 5, '🥭': 2, '🍍': 4}",
board-tile-16,7.5,Good,"Completes a 🍇 match, clearing a critical slot and opening new opportunities.",[],7,39,7,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 1, '🍌': 2, '🍉': 5, '🍇': 9, '🍓': 2, '🍒': 2, '🍑': 5, '🥭': 2, '🍍': 4}",
board-tile-33,6.0,Strategic,"Adds a 🍍 tile, setting up potential future matches.",[],7,39,7,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 1, '🍌': 2, '🍉': 5, '🍇': 9, '🍓': 2, '🍒': 2, '🍑': 5, '🥭': 2, '🍍': 4}",
board-tile-27,7.0,Good,"Completes a 🍑 match, freeing up valuable slots.",[],7,39,7,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 1, '🍌': 2, '🍉': 5, '🍇': 9, '🍓': 2, '🍒': 2, '🍑': 5, '🥭': 2, '🍍': 4}",
board-tile-66,6.5,Strategic,"Matches existing 🥭, preventing collection slot overflow. Lessens immediate risk.","['🥭', '🍎', '🍒', '🍑']",7,74,3,"{'🍎': 6, '🍐': 5, '🍊': 9, '🍋': 7, '🍌': 6, '🍉': 1, '🍇': 6, '🍓': 8, '🍒': 4, '🍑': 11, '🥭': 4, '🍍': 7}",
board-tile-5,4.5,Inaccuracy,Doesn't complete a match and could block future opportunities.,"['🥭', '🍎', '🍒', '🍑']",7,74,3,"{'🍎': 6, '🍐': 5, '🍊': 9, '🍋': 7, '🍌': 6, '🍉': 1, '🍇': 6, '🍓': 8, '🍒': 4, '🍑': 11, '🥭': 4, '🍍': 7}",
board-tile-57,5.0,Good,"Opens up potential matches involving 🍊, but doesn't immediately create one.","['🥭', '🍎', '🍒', '🍑']",7,74,3,"{'🍎': 6, '🍐': 5, '🍊': 9, '🍋': 7, '🍌': 6, '🍉': 1, '🍇': 6, '🍓': 8, '🍒': 4, '🍑': 11, '🥭': 4, '🍍': 7}",
board-tile-38,4.5,Inaccuracy,Doesn't complete a match and adds a tile that won't immediately help.,"['🍒', '🍒', '🍋']",7,39,3,"{'🍎': 2, '🍐': 2, '🍊': 1, '🍋': 3, '🍌': 3, '🍉': 4, '🍇': 3, '🍓': 2, '🍒': 5, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-19,8.0,Brilliant,"Completes a match, removes tiles, and clears space efficiently.","['🍒', '🍒', '🍋']",7,39,3,"{'🍎': 2, '🍐': 2, '🍊': 1, '🍋': 3, '🍌': 3, '🍉': 4, '🍇': 3, '🍓': 2, '🍒': 5, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-13,5.5,Good,"Removes a tile that could block future matches, but doesn't complete one.","['🍒', '🍒', '🍋']",7,39,3,"{'🍎': 2, '🍐': 2, '🍊': 1, '🍋': 3, '🍌': 3, '🍉': 4, '🍇': 3, '🍓': 2, '🍒': 5, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-0,7.5,Strategic,"Matches with existing tile, clearing space for future matches.",['🍌'],7,48,8,"{'🍎': 2, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 4, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 4}",
board-tile-15,8.0,Good,Potential for quick match with existing tiles.,['🍌'],7,48,8,"{'🍎': 2, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 4, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 4}",
board-tile-38,6.5,Inaccuracy,"No immediate match, but could block useful tiles.",['🍌'],7,48,8,"{'🍎': 2, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 4, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 4}",
board-tile-30,9.0,Brilliant,"Completes a match with two others, freeing up significant space.",['🍌'],7,48,8,"{'🍎': 2, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 4, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 4}",
board-tile-12,5.0,Mistake,Doesn't contribute to any matches and wastes a slot.,['🍌'],7,48,8,"{'🍎': 2, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 4, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 4}",
board-tile-40,7.0,Strategic,"Potential for future matches, though not immediate.",['🍌'],7,48,8,"{'🍎': 2, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 4, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 4}",
board-tile-43,8.5,Good,Clears a layer and could lead to future matches.,['🍌'],7,48,8,"{'🍎': 2, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 4, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 4}",
board-tile-33,8.0,Good,"Completes a match with two others, freeing up space.",['🍌'],7,48,8,"{'🍎': 2, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 4, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 4}",
board-tile-55,7.5,Strategic,"Blocks a potential match for 🍑, potentially disrupting a chain.","['🍌', '🍍', '🍍', '🍑']",7,80,8,"{'🍎': 7, '🍐': 8, '🍊': 6, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 13, '🍓': 5, '🍒': 7, '🍑': 7, '🥭': 6, '🍍': 5}",
board-tile-30,6.0,Inaccuracy,Does not contribute to immediate matches and is not a critical tile.,"['🍌', '🍍', '🍍', '🍑']",7,80,8,"{'🍎': 7, '🍐': 8, '🍊': 6, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 13, '🍓': 5, '🍒': 7, '🍑': 7, '🥭': 6, '🍍': 5}",
board-tile-62,5.5,Mistake,Does not form a match and could block a better tile.,"['🍌', '🍍', '🍍', '🍑']",7,80,8,"{'🍎': 7, '🍐': 8, '🍊': 6, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 13, '🍓': 5, '🍒': 7, '🍑': 7, '🥭': 6, '🍍': 5}",
board-tile-46,8.0,Strategic,Opens up potential matches involving 🍇.,"['🍌', '🍍', '🍍', '🍑']",7,80,8,"{'🍎': 7, '🍐': 8, '🍊': 6, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 13, '🍓': 5, '🍒': 7, '🍑': 7, '🥭': 6, '🍍': 5}",
board-tile-54,9.0,Brilliant,"Completes a match with 🍌, clearing space and preventing loss.","['🍌', '🍍', '🍍', '🍑']",7,80,8,"{'🍎': 7, '🍐': 8, '🍊': 6, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 13, '🍓': 5, '🍒': 7, '🍑': 7, '🥭': 6, '🍍': 5}",
board-tile-67,6.5,Inaccuracy,Does not contribute to immediate matches and is not a critical tile.,"['🍌', '🍍', '🍍', '🍑']",7,80,8,"{'🍎': 7, '🍐': 8, '🍊': 6, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 13, '🍓': 5, '🍒': 7, '🍑': 7, '🥭': 6, '🍍': 5}",
board-tile-26,8.5,Good,Opens up potential matches involving 🍇.,"['🍌', '🍍', '🍍', '🍑']",7,80,8,"{'🍎': 7, '🍐': 8, '🍊': 6, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 13, '🍓': 5, '🍒': 7, '🍑': 7, '🥭': 6, '🍍': 5}",
board-tile-50,7.0,Strategic,Opens up potential matches involving 🍎.,"['🍌', '🍍', '🍍', '🍑']",7,80,8,"{'🍎': 7, '🍐': 8, '🍊': 6, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 13, '🍓': 5, '🍒': 7, '🍑': 7, '🥭': 6, '🍍': 5}",
board-tile-10,7.0,Strategic,"Matches two 🍎 tiles, preventing future mismatches.",[],7,65,4,"{'🍎': 7, '🍐': 3, '🍊': 1, '🍋': 6, '🍌': 6, '🍉': 6, '🍇': 8, '🍓': 7, '🍒': 7, '🍑': 2, '🥭': 3, '🍍': 9}",
board-tile-25,7.0,Strategic,"Matches two 🍎 tiles, preventing future mismatches.",[],7,65,4,"{'🍎': 7, '🍐': 3, '🍊': 1, '🍋': 6, '🍌': 6, '🍉': 6, '🍇': 8, '🍓': 7, '🍒': 7, '🍑': 2, '🥭': 3, '🍍': 9}",
board-tile-29,6.5,Inaccuracy,Does not complete a match and could block other useful tiles.,[],7,65,4,"{'🍎': 7, '🍐': 3, '🍊': 1, '🍋': 6, '🍌': 6, '🍉': 6, '🍇': 8, '🍓': 7, '🍒': 7, '🍑': 2, '🥭': 3, '🍍': 9}",
board-tile-3,5.5,Mistake,Does not complete a match and is less useful than matching 🍎 tiles.,[],7,65,4,"{'🍎': 7, '🍐': 3, '🍊': 1, '🍋': 6, '🍌': 6, '🍉': 6, '🍇': 8, '🍓': 7, '🍒': 7, '🍑': 2, '🥭': 3, '🍍': 9}",
board-tile-9,6.0,Strategic,Sets up potential matches but does not complete any immediately.,['🥭'],7,49,6,"{'🍎': 6, '🍐': 2, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 5, '🍇': 3, '🍓': 6, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-15,5.5,Strategic,Opens up a potential match but adds a tile that isn't immediately useful.,['🥭'],7,49,6,"{'🍎': 6, '🍐': 2, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 5, '🍇': 3, '🍓': 6, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-41,6.5,Strategic,Blocks a tile that could otherwise be used for a match.,['🥭'],7,49,6,"{'🍎': 6, '🍐': 2, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 5, '🍇': 3, '🍓': 6, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-8,7.0,Brilliant,"Completes a match immediately, freeing up a slot.",['🥭'],7,49,6,"{'🍎': 6, '🍐': 2, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 5, '🍇': 3, '🍓': 6, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-25,6.0,Strategic,Sets up potential matches but does not complete any immediately.,['🥭'],7,49,6,"{'🍎': 6, '🍐': 2, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 5, '🍇': 3, '🍓': 6, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-10,6.5,Strategic,"Completes a match immediately, freeing up a slot.",['🥭'],7,49,6,"{'🍎': 6, '🍐': 2, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 5, '🍇': 3, '🍓': 6, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 6}",
board-tile-22,2.5,Inaccuracy,"Adding a tile with no immediate matches, increasing risk of slot overflow.","['🍎', '🍎', '🍎', '🍋']",7,56,5,"{'🍎': 6, '🍐': 4, '🍊': 5, '🍋': 4, '🍌': 2, '🍉': 6, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 10, '🥭': 3, '🍍': 4}",
board-tile-50,6.0,Strategic,"Completes a potential match with existing tiles, freeing up space.","['🍎', '🍎', '🍎', '🍋']",7,56,5,"{'🍎': 6, '🍐': 4, '🍊': 5, '🍋': 4, '🍌': 2, '🍉': 6, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 10, '🥭': 3, '🍍': 4}",
board-tile-30,7.5,Brilliant,"Completes a critical match, clearing the board and securing victory.","['🍎', '🍎', '🍎', '🍋']",7,56,5,"{'🍎': 6, '🍐': 4, '🍊': 5, '🍋': 4, '🍌': 2, '🍉': 6, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 10, '🥭': 3, '🍍': 4}",
board-tile-37,6.0,Strategic,"Completes a potential match with existing tiles, freeing up space.","['🍎', '🍎', '🍎', '🍋']",7,56,5,"{'🍎': 6, '🍐': 4, '🍊': 5, '🍋': 4, '🍌': 2, '🍉': 6, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 10, '🥭': 3, '🍍': 4}",
board-tile-1,5.5,Good,"Completes a potential match with existing tiles, reducing future risks.","['🍎', '🍎', '🍎', '🍋']",7,56,5,"{'🍎': 6, '🍐': 4, '🍊': 5, '🍋': 4, '🍌': 2, '🍉': 6, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 10, '🥭': 3, '🍍': 4}",
board-tile-19,3.0,Inaccuracy,Doesn't contribute to any immediate matches and is less useful.,"['🍎', '🍌']",7,31,6,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 5, '🍓': 1, '🍒': 2, '🍑': 1, '🥭': 4, '🍍': 1}",
board-tile-29,5.0,Strategic,Potential for future matches but doesn't complete any now.,"['🍎', '🍌']",7,31,6,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 5, '🍓': 1, '🍒': 2, '🍑': 1, '🥭': 4, '🍍': 1}",
board-tile-21,2.0,Mistake,No immediate matches and blocks other tiles.,"['🍎', '🍌']",7,31,6,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 5, '🍓': 1, '🍒': 2, '🍑': 1, '🥭': 4, '🍍': 1}",
board-tile-8,6.0,Good,Completes a 🍉 match and clears a slot.,"['🍎', '🍌']",7,31,6,"{'🍎': 1, '🍐': 3, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 5, '🍓': 1, '🍒': 2, '🍑': 1, '🥭': 4, '🍍': 1}",
